"identifikator","nazev","ico","n_osoba_v_cele","osoba_type","osoba_jmeno","pravni_forma","nazev_pravni_formy"
"00512061","Obec Rakovice","00512061",0,NA,NA,"právní-forma/801","Obec"
"00512711","Obec Ratiboř","00512711",1,"osoba","KAREL VOLDÁN","právní-forma/801","Obec"
"00252794","Obec Ratibořské Hory","00252794",1,"osoba","RADEK LAMBOJ","právní-forma/801","Obec"
"00277771","OBEC DOLNÍ LÁNOV","00277771",1,"osoba","PAVEL ŠIMŮNEK","právní-forma/801","Obec"
"00580171","OBEC DOLNÍ OLEŠNICE","00580171",1,"osoba","RADOSLAVA CERMANOVÁ","právní-forma/801","Obec"
"00580759","Obec Doubravice","00580759",1,"osoba","MILOŠ VALÁŠEK","právní-forma/801","Obec"
"00578321","Obec Dřevěnice","00578321",1,"osoba","BARBORA VEBEROVÁ","právní-forma/801","Obec"
"00268755","OBEC HABŘINA","00268755",1,"osoba","RADOVAN ŠUTRIEPKA","právní-forma/801","Obec"
"00653616","OBEC HEŘMÁNKOVICE","00653616",1,"osoba","JANA KRÁLOVÁ","právní-forma/801","Obec"
"00268771","OBEC HNĚVČEVES","00268771",1,"osoba","RENATA HLADÍKOVÁ","právní-forma/801","Obec"
"00578720","OBEC HOŘENICE","00578720",1,"osoba","ANDREA ŠTOHANZLOVÁ","právní-forma/801","Obec"
"00667838","Obec Skály","00667838",1,"osoba","JITKA TESAŘOVÁ","právní-forma/801","Obec"
"00250104","Obec Skály","00250104",1,"osoba","PAVLA POLÁČKOVÁ","právní-forma/801","Obec"
"00252875","Obec Skopytce","00252875",1,"osoba","HANA KOŽELUHOVÁ","právní-forma/801","Obec"
"00582433","Obec Skrýchov u Malšic","00582433",1,"osoba","JANA MEJDRECHOVÁ","právní-forma/801","Obec"
"00271314","Obec Bašnice","00271314",1,"osoba","MARTIN FRÝDL","právní-forma/801","Obec"
"00277657","Obec Batňovice","00277657",1,"osoba","PETR HORÁK","právní-forma/801","Obec"
"00271322","Obec Běchary","00271322",1,"osoba","BOHUMIL VOBR","právní-forma/801","Obec"
"00653306","OBEC BENÁTKY","00653306",1,"osoba","TOMÁŠ BOUČEK","právní-forma/801","Obec"
"00277665","Obec Bernartice","00277665",1,"osoba","RADEK HOJNÝ","právní-forma/801","Obec"
"00277673","Obec Bílá Třemešná","00277673",1,"osoba","ŠTĚPÁN ČENĚK","právní-forma/801","Obec"
"00578215","Obec Bílsko","00578215",1,"osoba","LENKA KRAMÁŘOVÁ","právní-forma/801","Obec"
"00274704","Obec Bílý Újezd","00274704",1,"osoba","MICHAL FRIČEK","právní-forma/801","Obec"
"45978638","Obec Blešno","45978638",1,"osoba","MILOŠ BUROŇ","právní-forma/801","Obec"
"00271357","OBEC BOHÁŇKA","00271357",1,"osoba","MILAN HELIGR","právní-forma/801","Obec"
"00272493","OBEC BOHUSLAVICE NAD METUJÍ","00272493",1,"osoba","JIŘÍ TOJNAR","právní-forma/801","Obec"
"00274721","OBEC BOLEHOŠŤ","00274721",1,"osoba","JAKUB ŠIMERDA","právní-forma/801","Obec"
"00578223","OBEC BOREK","00578223",1,"osoba","PAVEL JINDŘIŠEK","právní-forma/801","Obec"
"00580210","OBEC BOROVNICE","00580210",1,"osoba","EVA TAJBROVÁ","právní-forma/801","Obec"
"00580201","Obec Borovnička","00580201",1,"osoba","PETRA MACÁKOVÁ","právní-forma/801","Obec"
"00578240","OBEC BŘEZINA","00578240",1,"osoba","LIBOR VALENTA","právní-forma/801","Obec"
"00578258","OBEC BŘÍŠŤANY","00578258",1,"osoba","LUCIE ČELIŠOVÁ","právní-forma/801","Obec"
"00653675","OBEC BUKOVICE","00653675",1,"osoba","MILAN ŠRŮTEK","právní-forma/801","Obec"
"00578274","Obec Bukvice","00578274",1,"osoba","ELIŠKA FORMANOVÁ","právní-forma/801","Obec"
"00578282","Obec Butoves","00578282",1,"osoba","BOB ŠVIHA","právní-forma/801","Obec"
"00271438","Obec Cerekvice nad Bystřicí","00271438",0,NA,NA,"právní-forma/801","Obec"
"00277711","Obec Čermná","00277711",1,"osoba","MILAN HALÍK","právní-forma/801","Obec"
"00274798","Obec Čermná nad Orlicí","00274798",1,"osoba","DAVID JOSKA","právní-forma/801","Obec"
"00268674","OBEC ČERNILOV","00268674",1,"osoba","PETR STAŠA","právní-forma/801","Obec"
"00268682","Obec Černožice","00268682",1,"osoba","PAVEL BERÁNEK","právní-forma/801","Obec"
"00272582","OBEC ČESKÁ METUJE","00272582",1,"osoba","JOSEF CIBULKA","právní-forma/801","Obec"
"00274810","OBEC ČESKÉ MEZIŘÍČÍ","00274810",1,"osoba","MILAN ŽĎÁREK","právní-forma/801","Obec"
"00271462","Obec Češov","00271462",1,"osoba","VLADIMÍR KOŘÍNEK","právní-forma/801","Obec"
"00274828","OBEC ČESTICE","00274828",1,"osoba","PETR VONDRÁČEK","právní-forma/801","Obec"
"00274917","Obec Chleny","00274917",1,"osoba","JIŘÍ PLOCEK","právní-forma/801","Obec"
"00578339","OBEC CHOLENICE","00578339",1,"osoba","MICHAELA HAVELKOVÁ","právní-forma/801","Obec"
"00578347","Obec Choteč","00578347",1,"osoba","JIŘÍ KAPLAN","právní-forma/801","Obec"
"00277924","OBEC CHOTĚVICE","00277924",1,"osoba","VLADIMÍR LUKEŠ","právní-forma/801","Obec"
"00277941","OBEC CHVALEČ","00277941",1,"osoba","TOMÁŠ PROUZA","právní-forma/801","Obec"
"00272710","OBEC CHVALKOVICE","00272710",1,"osoba","MIROSLAV KALIŠ","právní-forma/801","Obec"
"00578304","OBEC DÍLCE","00578304",1,"osoba","MICHAELA HORČIČKOVÁ","právní-forma/801","Obec"
"45978123","Obec Divec","45978123",1,"osoba","ROMAN HRNČÍŘ","právní-forma/801","Obec"
"00271489","Obec Dobrá Voda u Hořic","00271489",1,"osoba","JANA NĚMEČKOVÁ","právní-forma/801","Obec"
"00274861","OBEC DOBRÉ","00274861",1,"osoba","DANIELA POHLOVÁ","právní-forma/801","Obec"
"60153415","Obec Dolní Brusnice","60153415",1,"osoba","MARCELA JANÁKOVÁ","právní-forma/801","Obec"
"00667846","Obec Slaník","00667846",1,"osoba","JOSEF BÁTOVSKÝ","právní-forma/801","Obec"
"00667161","Obec Slapy","00667161",1,"osoba","FRANTIŠEK PŘIBYL","právní-forma/801","Obec"
"00666939","Obec Smržov","00666939",1,"osoba","MARCEL PAUL","právní-forma/801","Obec"
"00665657","Obec Soběnov","00665657",1,"osoba","JOSEF ČABELA","právní-forma/801","Obec"
"00251798","Obec Sousedovice","00251798",1,"osoba","PAVEL POLANKA","právní-forma/801","Obec"
"00475777","Obec Srnín","00475777",1,"osoba","LUBOŠ MLČÁK","právní-forma/801","Obec"
"00247481","Obec Staré Hobzí","00247481",1,"osoba","MILAN ČERMÁK","právní-forma/801","Obec"
"00667862","Obec Štěchovice","00667862",1,"osoba","MIROSLAV MRÁZ","právní-forma/801","Obec"
"00582051","Obec Stehlovice","00582051",1,"osoba","VÁCLAV KODAD","právní-forma/801","Obec"
"00251895","Městys Štěkeň","00251895",1,"osoba","BOHUMIL BLÁHA","právní-forma/801","Obec"
"48222623","Obec Stožice","48222623",1,"osoba","FRANTIŠEK MAREK","právní-forma/801","Obec"
"00245461","OBEC STRÁŽKOVICE","00245461",1,"osoba","HANA HALAMOVÁ","právní-forma/801","Obec"
"00251844","Obec Střelské Hoštice","00251844",1,"osoba","LUBOŠ KRUPKA","právní-forma/801","Obec"
"00583774","Obec Střítež","00583774",1,"osoba","JAROSLAVA VÁVROVÁ","právní-forma/801","Obec"
"00667854","Obec Strunkovice nad Volyňkou","00667854",1,"osoba","ZDENĚK FILIP","právní-forma/801","Obec"
"00247545","Obec Studená","00247545",1,"osoba","PAVEL ŠKODA","právní-forma/801","Obec"
"00252964","Obec Sudoměřice u Bechyně","00252964",1,"osoba","STANISLAV HOUDEK","právní-forma/801","Obec"
"00245488","Obec Svatý Jan nad Malší","00245488",1,"osoba","RŮŽENA BALLÁKOVÁ","právní-forma/801","Obec"
"00246166","Obec Světlík","00246166",1,"osoba","MICHAL ZAHORÁK","právní-forma/801","Obec"
"00667871","Obec Tchořovice","00667871",1,"osoba","PAVEL ŠEDA","právní-forma/801","Obec"
"00512052","Obec Temešvár","00512052",1,"osoba","MILAN SVOBODA","právní-forma/801","Obec"
"00581267","Obec Drahotěšice","00581267",1,"osoba","FRANTIŠEK ROČOVSKÝ","právní-forma/801","Obec"
"00512583","Obec Drahov","00512583",1,"osoba","FRANTIŠEK HAVLÍČEK","právní-forma/801","Obec"
"00667668","Obec Litochovice","00667668",1,"osoba","RADKA BOŽKOVÁ","právní-forma/801","Obec"
"00667005","Obec Lom","00667005",1,"osoba","PETRA NOVÁKOVÁ","právní-forma/801","Obec"
"00667676","Obec Lom","00667676",1,"osoba","VÁCLAV KAFKA","právní-forma/801","Obec"
"00245984","Obec Loučovice","00245984",1,"osoba","JAN KUBÍK","právní-forma/801","Obec"
"00667684","Obec Mačkov","00667684",1,"osoba","HANA MÍKOVÁ","právní-forma/801","Obec"
"00251461","Obec Malenice","00251461",1,"osoba","JIŘÍ MRÁZ","právní-forma/801","Obec"
"00245992","Obec Malonty","00245992",1,"osoba","VLADIMÍR MALÝ","právní-forma/801","Obec"
"00475475","Obec Malšín","00475475",1,"osoba","JAN DOJČAR","právní-forma/801","Obec"
"00251470","Obec Mečichov","00251470",1,"osoba","JOSEF SÝKORA","právní-forma/801","Obec"
"00672041","Obec Horní Řasnice","00672041",1,"osoba","RADEK HALOUN","právní-forma/801","Obec"
"00275751","Obec Hrubá Skála","00275751",1,"osoba","MICHAL NAJMAN","právní-forma/801","Obec"
"00262358","Obec Janov nad Nisou","00262358",1,"osoba","DANIEL DAVID","právní-forma/801","Obec"
"00262366","Obec Jenišovice","00262366",1,"osoba","BOHUMIL BRADÁČ","právní-forma/801","Obec"
"46744959","Obec Jeřmanice","46744959",1,"osoba","HELENA FIEBIGEROVÁ","právní-forma/801","Obec"
"00672025","Obec Jindřichovice pod Smrkem","00672025",1,"osoba","MARTIN VONDRÁČEK","právní-forma/801","Obec"
"00275824","Obec Karlovice","00275824",1,"osoba","ONDŘEJ HAVRDA","právní-forma/801","Obec"
"00580813","Obec Klokočí","00580813",1,"osoba","VÁCLAV ŽÁK","právní-forma/801","Obec"
"00262404","Obec Koberovy","00262404",1,"osoba","PAVEL POSPÍŠIL","právní-forma/801","Obec"
"00262421","Obec Kořenov","00262421",1,"osoba","LUBOŠ MAREK","právní-forma/801","Obec"
"00573540","Obec Ježovy","00573540",1,"osoba","PAVEL KŘIVOHLAVÝ","právní-forma/801","Obec"
"00240052","Městská část Praha-Benice","00240052",1,"osoba","HANA KARASOVÁ","právní-forma/811","Městská část, městský obvod"
"00231291","Městská část Praha-Čakovice","00231291",1,"osoba","JIŘÍ VINTIŠKA","právní-forma/811","Městská část, městský obvod"
"00231266","Městská část Praha-Ďáblice","00231266",1,"osoba","MARTIN TUMPACH","právní-forma/811","Městská část, městský obvod"
"00240150","Městská část Praha-Dolní Počernice","00240150",1,"osoba","ZBYNĚK RICHTER","právní-forma/811","Městská část, městský obvod"
"00240281","Městská část Praha-Klánovice","00240281",1,"osoba","ALENA KOLOVRÁTKOVÁ","právní-forma/811","Městská část, městský obvod"
"00240346","Městská část Praha-Kolovraty","00240346",1,"osoba","ANTONÍN KLECANDA","právní-forma/811","Městská část, městský obvod"
"00240362","Městská část Praha-Královice","00240362",1,"osoba","JOSEF PLUHAŘ","právní-forma/811","Městská část, městský obvod"
"00274780","Městys Častolovice","00274780",1,"osoba","ZDENĚK PRAUS","právní-forma/801","Obec"
"00272809","Městys Machov","00272809",1,"osoba","JIŘÍ KRTIČKA","právní-forma/801","Obec"
"00271853","Městys Mlázovice","00271853",1,"osoba","TOMÁŠ KOMÁREK","právní-forma/801","Obec"
"00272884","MĚSTYS NOVÝ HRÁDEK","00272884",1,"osoba","ZDENĚK DRAŠNAR","právní-forma/801","Obec"
"00271926","Městys Pecka","00271926",1,"osoba","HANA ŠTĚRBOVÁ","právní-forma/801","Obec"
"00653560","OBEC ADRŠPACH","00653560",1,"osoba","JAKUB VAJDA","právní-forma/801","Obec"
"45978484","OBEC BABICE","45978484",1,"osoba","RENATA MENOUŠEK STEJSKALOVÁ","právní-forma/801","Obec"
"60114525","Obec Bačalky","60114525",1,"osoba","PAVEL POKORNÝ","právní-forma/801","Obec"
"00274682","OBEC BAČETÍN","00274682",1,"osoba","GABRIELA PRÝMUSOVÁ","právní-forma/801","Obec"
"00240389","Městská část Praha-Křeslice","00240389",1,"osoba","LENKA KUBÁNKOVÁ","právní-forma/811","Městská část, městský obvod"
"00231134","Městská část Praha-Kunratice","00231134",1,"osoba","LENKA ALINČOVÁ","právní-forma/811","Městská část, městský obvod"
"00241458","Městská část Praha-Lochkov","00241458",1,"osoba","JIŘÍ RENDL","právní-forma/811","Městská část, městský obvod"
"00240516","Městská část Praha-Nedvězí","00240516",1,"osoba","KAROLINA TRNKOVÁ","právní-forma/811","Městská část, městský obvod"
"00260657","Obec Kravaře","00260657",1,"osoba","ROBERT LŮŽEK","právní-forma/801","Obec"
"00262943","Obec Křižany","00262943",1,"osoba","VÁCLAV HONSEJK","právní-forma/801","Obec"
"00524301","Obec Kunratice u Cvikova","00524301",1,"osoba","MICHAL IWANEJKO","právní-forma/801","Obec"
"00854662","Obec Levínská Olešnice","00854662",1,"osoba","ZDEŇKA NOSKOVÁ","právní-forma/801","Obec"
"00275891","Městys Libštát","00275891",1,"osoba","PAVEL JANATA","právní-forma/801","Obec"
"00673226","Obec Líšný","00673226",1,"osoba","RENATA KLÁPŠŤOVÁ","právní-forma/801","Obec"
"00673480","Obec Luka","00673480",1,"osoba","LADISLAV RUDA","právní-forma/801","Obec"
"00262463","Obec Malá Skála","00262463",1,"osoba","MICHAL REZLER","právní-forma/801","Obec"
"00263001","Obec Mníšek","00263001",1,"osoba","ROMAN SLEZÁK","právní-forma/801","Obec"
"00275930","OBEC MŘÍČNÁ","00275930",1,"osoba","JANA HOLCOVÁ","právní-forma/801","Obec"
"00262498","Obec Nová Ves nad Nisou","00262498",1,"osoba","MILAN FIALA","právní-forma/801","Obec"
"00275948","Obec Nová Ves nad Popelkou","00275948",1,"osoba","VLADIMÍR TOMÁŠEK","právní-forma/801","Obec"
"00673412","Obec Okna","00673412",1,"osoba","KVĚTOSLAVA DOUBKOVÁ","právní-forma/801","Obec"
"00671967","Obec Paceřice","00671967",1,"osoba","PAVEL TESAŘ","právní-forma/801","Obec"
"00275999","Obec Peřimov","00275999",1,"osoba","JAN JIŘIŠTA","právní-forma/801","Obec"
"00671959","Obec Pertoltice","00671959",1,"osoba","VLADIMÍR HOVAD","právní-forma/801","Obec"
"00672912","Obec Pertoltice pod Ralskem","00672912",1,"osoba","MARTIN SMOLÍK","právní-forma/801","Obec"
"00524760","Obec Provodín","00524760",1,"osoba","JAN PIŠKULA","právní-forma/801","Obec"
"00525197","Obec Prysk","00525197",1,"osoba","ROMAN MACH","právní-forma/801","Obec"
"00673234","Obec Radčice","00673234",1,"osoba","DAGMAR HAVLOVÁ","právní-forma/801","Obec"
"00671932","Obec Radimovice","00671932",1,"osoba","ROBERT MAREK","právní-forma/801","Obec"
"00276049","Obec Rakousy","00276049",1,"osoba","MARTA FRANZOVÁ","právní-forma/801","Obec"
"00276065","Obec Roprachtice","00276065",1,"osoba","VÁCLAV DOBRÝ","právní-forma/801","Obec"
"00671886","Obec Šimonovice","00671886",1,"osoba","LEONA VRÁNOVÁ","právní-forma/801","Obec"
"00673455","Obec Skalice u České Lípy","00673455",1,"osoba","JIŘÍ LÖFFELMANN","právní-forma/801","Obec"
"00525677","Obec Sloup v Čechách","00525677",1,"osoba","JAROMÍR STUDNIČKA","právní-forma/801","Obec"
"00831620","Obec Slunečná","00831620",1,"osoba","LADISLAVA SVOBODOVÁ","právní-forma/801","Obec"
"00671924","Obec Soběslavice","00671924",1,"osoba","RADKO RYS","právní-forma/801","Obec"
"00276154","Obec Stružinec","00276154",1,"osoba","JAROMÍR HRUBÝ","právní-forma/801","Obec"
"00260975","Obec Stružnice","00260975",1,"osoba","MONIKA HABARTOVÁ","právní-forma/801","Obec"
"00524751","Obec Stvolínky","00524751",1,"osoba","PAVLÍNA IŠTOKOVÁ","právní-forma/801","Obec"
"00573493","Obec Hnačov","00573493",1,"osoba","JIŘÍ ŠEBESTA","právní-forma/801","Obec"
"00258717","Obec Holoubkov","00258717",1,"osoba","LUKÁŠ FIŠER","právní-forma/801","Obec"
"00574031","Obec Honezovice","00574031",1,"osoba","JOSEF BLAŽEK","právní-forma/801","Obec"
"00257761","Obec Horní Bělá","00257761",1,"osoba","RADEK PEŠÍK","právní-forma/801","Obec"
"00574201","Obec Horní Lukavice","00574201",1,"osoba","KAREL HŮLA","právní-forma/801","Obec"
"00259853","Obec Hošťka","00259853",1,"osoba","LUCIE VALÍČKOVÁ","právní-forma/801","Obec"
"00256617","Obec Hradec","00256617",1,"osoba","PAVEL HLAVÁČ","právní-forma/801","Obec"
"00573990","Obec Hradiště","00573990",1,"osoba","PAVEL ŠUBRT","právní-forma/801","Obec"
"00572501","Obec Hradiště","00572501",1,"osoba","FRANTIŠEK POLANKA","právní-forma/801","Obec"
"00257826","Obec Hvozd","00257826",1,"osoba","DANIEL REIPRICH","právní-forma/801","Obec"
"00572241","Obec Hvožďany","00572241",1,"osoba","VÁCLAV ŠUSTR","právní-forma/801","Obec"
"48222631","Obec Chlum","48222631",1,"osoba","RADIM PAULUS","právní-forma/801","Obec"
"00665673","Obec Chlumec","00665673",1,"osoba","MIROSLAV KRÁTKÝ","právní-forma/801","Obec"
"00252361","Obec Choustník","00252361",1,"osoba","JAN KUBART","právní-forma/801","Obec"
"00245003","Obec Chrášťany","00245003",1,"osoba","JOSEF VOMÁČKA","právní-forma/801","Obec"
"00250465","Obec Chroboly","00250465",1,"osoba","OLDŘICH VALOUCH","právní-forma/801","Obec"
"00583031","Obec Chvalovice","00583031",1,"osoba","LUBOŠ PÖSCHL","právní-forma/801","Obec"
"00245925","Obec Chvalšiny","00245925",1,"osoba","JIŘÍ BORSKÝ","právní-forma/801","Obec"
"00251097","Obec Číčenice","00251097",1,"osoba","RENATA REGÁLOVÁ","právní-forma/801","Obec"
"00246409","Obec Cizkrajov","00246409",1,"osoba","DAVID ROSENKRANZ","právní-forma/801","Obec"
"00249602","Obec Čížová","00249602",1,"osoba","TOMÁŠ KOREJS","právní-forma/801","Obec"
"00246492","Obec Dešná","00246492",1,"osoba","HYNEK PEŘINA","právní-forma/801","Obec"
"00252166","Obec Dírná","00252166",1,"osoba","JANA VACKOVÁ","právní-forma/801","Obec"
"00244775","Obec Dívčice","00244775",1,"osoba","MIROSLAV STULÍK","právní-forma/801","Obec"
"44026927","Obec Nový Šaldorf - Sedlešovice","44026927",1,"osoba","DALIBOR DOČEKAL","právní-forma/801","Obec"
"00600580","Obec Ochoz u Tišnova","00600580",1,"osoba","VÍT KADLEC","právní-forma/801","Obec"
"00280763","Obec Olomučany","00280763",1,"osoba","JOSEF SMÍŠEK","právní-forma/801","Obec"
"00368067","Obec Olšany","00368067",1,"osoba","DANA KŘÍŽOVÁ","právní-forma/801","Obec"
"00636894","Obec Onšov","00636894",1,"osoba","VENDULA OUJEZDSKÁ","právní-forma/801","Obec"
"00282294","Obec Ostopovice","00282294",1,"osoba","JAN SYMON","právní-forma/801","Obec"
"00292206","Obec Otnice","00292206",1,"osoba","PAVEL MEZULÁNÍK","právní-forma/801","Obec"
"00532142","Obec Pamětice","00532142",1,"osoba","MICHAL POSPÍŠIL","právní-forma/801","Obec"
"00599662","Obec Pernštejnské Jestřabí","00599662",1,"osoba","TEREZA MAZOUROVÁ","právní-forma/801","Obec"
"00293326","Obec Petrovice","00293326",1,"osoba","IRENA ZÁVIŠKOVÁ","právní-forma/801","Obec"
"00373559","Obec Podivice","00373559",1,"osoba","JOSEF VÝMOLA","právní-forma/801","Obec"
"00637491","Obec Podmolí","00637491",1,"osoba","TOMÁŠ ŠTURALA","právní-forma/801","Obec"
"00282332","Obec Podolí","00282332",1,"osoba","ŠTĚPÁN SVOBODA","právní-forma/801","Obec"
"00283517","Obec Popice","00283517",1,"osoba","MAREK SEKANINA","právní-forma/801","Obec"
"00488275","Obec Popůvky","00488275",1,"osoba","MILUŠE ČERVENÁ","právní-forma/801","Obec"
"00283533","Obec Pouzdřany","00283533",1,"osoba","MIROSLAV ŠMARDA","právní-forma/801","Obec"
"00600211","Obec Přibice","00600211",1,"osoba","MIROSLAV EFFENBERGER","právní-forma/801","Obec"
"00637548","Obec Přibyslavice","00637548",1,"osoba","IVA HADAŠOVÁ","právní-forma/801","Obec"
"00488283","Obec Přísnotice","00488283",1,"osoba","ZDENĚK MAHOVSKÝ","právní-forma/801","Obec"
"00636941","Obec Prokopov","00636941",1,"osoba","FRANTIŠEK KAŠÍK","právní-forma/801","Obec"
"00637785","Obec Prostřední Poříčí","00637785",1,"osoba","LADISLAV KOUDELKA","právní-forma/801","Obec"
"00285226","Obec Prušánky","00285226",1,"osoba","ZBYNĚK NĚMEČEK","právní-forma/801","Obec"
"00292249","Obec Račice - Pístovice","00292249",1,"osoba","HANA SOTOLÁŘOVÁ","právní-forma/801","Obec"
"00285234","Obec Radějov","00285234",1,"osoba","MARIE LIFERENKOVÁ","právní-forma/801","Obec"
"00373567","Obec Radslavice","00373567",1,"osoba","JANA SZKUTOVÁ","právní-forma/801","Obec"
"00488291","Obec Rajhradice","00488291",1,"osoba","LUBOŠ PŘICHYSTAL","právní-forma/801","Obec"
"00283568","OBEC RAKVICE","00283568",1,"osoba","PAVEL ROUS","právní-forma/801","Obec"
"00292265","Obec Rašovice","00292265",1,"osoba","JIŘÍ RAUŠER","právní-forma/801","Obec"
"00488089","Obec Rebešovice","00488089",1,"osoba","PETR VALEŠ","právní-forma/801","Obec"
"00636789","Obec Říčky","00636789",1,"osoba","JIŘÍ ŠTĚPÁNEK","právní-forma/801","Obec"
"00599794","Obec Řikonín","00599794",1,"osoba","TOMÁŠ HLADÍK","právní-forma/801","Obec"
"00488526","Obec Rohatec","00488526",1,"osoba","JARMIL ADAMEC","právní-forma/801","Obec"
"00280861","Obec Rohozec","00280861",1,"osoba","TOMÁŠ KOLMAČKA","právní-forma/801","Obec"
"00599751","Obec Rojetín","00599751",1,"osoba","MARTIN MINÁŘ","právní-forma/801","Obec"
"00282499","Obec Rozdrojovice","00282499",1,"osoba","DANIEL STRÁSKÝ","právní-forma/801","Obec"
"00636975","Obec Rozkoš","00636975",1,"osoba","MARTIN PLÍŠEK","právní-forma/801","Obec"
"00280879","Obec Rozseč nad Kunštátem","00280879",1,"osoba","IVO KOTOUČEK","právní-forma/801","Obec"
"00280895","Obec Rudice","00280895",1,"osoba","ROMAN ŠEBELA","právní-forma/801","Obec"
"00636983","Obec Rudlice","00636983",1,"osoba","BOHUSLAV KLOUDA","právní-forma/801","Obec"
"48838756","Obec Rybníček","48838756",1,"osoba","MARTIN KOLAŘÍK","právní-forma/801","Obec"
"00581232","Obec Dobrá Voda u Českých Budějovic","00581232",1,"osoba","PETR ŠTIKA","právní-forma/801","Obec"
"00512575","Obec Dobronice u Bechyně","00512575",1,"osoba","ZDENĚK BÁRTA","právní-forma/801","Obec"
"00245844","Obec Dolní Dvořiště","00245844",1,"osoba","IVAN KŮTA","právní-forma/801","Obec"
"00582441","Obec Dolní Hrachovice","00582441",1,"osoba","MIROSLAV BRONEC","právní-forma/801","Obec"
"00251101","Obec Doubravice","00251101",1,"osoba","KAREL FOŘT","právní-forma/801","Obec"
"00581259","Obec DOUBRAVICE","00581259",1,"osoba","RADIM ŠUPKA","právní-forma/801","Obec"
"00244813","Obec Doudleby","00244813",1,"osoba","ZDENĚK ŠMÍD","právní-forma/801","Obec"
"00252221","Obec Dráchov","00252221",1,"osoba","HANA HAVLÍČKOVÁ","právní-forma/801","Obec"
"00282375","Městys Pozořice","00282375",1,"osoba","DAGMAR STOKLÁSKOVÁ","právní-forma/801","Obec"
"00293415","Městys Prosiměřice","00293415",1,"osoba","JIŘÍ LUKEŠ","právní-forma/801","Obec"
"00293580","Městys Šatov","00293580",1,"osoba","LENKA STUPKOVÁ","právní-forma/801","Obec"
"00293598","Městys Štítary","00293598",1,"osoba","PAVLA ROZSYPALOVÁ","právní-forma/801","Obec"
"00283690","Městys Velké Němčice","00283690",1,"osoba","PAVEL NÁPRAVNÍK","právní-forma/801","Obec"
"00293768","Městys Vémyslice","00293768",1,"osoba","ČESTMÍR MAŠA","právní-forma/801","Obec"
"65269951","Obec Kurdějov","65269951",1,"osoba","JAROSLAV MATÝŠEK","právní-forma/801","Obec"
"00599522","Obec Kuřimská Nová Ves","00599522",1,"osoba","DAVID LACINA","právní-forma/801","Obec"
"00544701","Obec Kuželov","00544701",1,"osoba","MILAN KOSTELANSKÝ","právní-forma/801","Obec"
"00600466","Obec Kyjovice","00600466",1,"osoba","JAROSLAV PEŠEK","právní-forma/801","Obec"
"75082128","Obec Ladná","75082128",1,"osoba","RENATA PRIESTERRATHOVÁ","právní-forma/801","Obec"
"00281972","Obec Lažánky","00281972",1,"osoba","LUBOMÍR KATOLICKÝ","právní-forma/801","Obec"
"43420613","Obec Lazinov","43420613",1,"osoba","VLADIMÍR RAUDENSKÝ","právní-forma/801","Obec"
"00637424","Obec Lechovice","00637424",1,"osoba","FILIP VORLICKÝ","právní-forma/801","Obec"
"00600482","Obec Lesná","00600482",1,"osoba","IVO PRCHAL","právní-forma/801","Obec"
"00637190","Obec Lesní Hluboké","00637190",1,"osoba","VLADIMÍR RYŠÁNEK","právní-forma/801","Obec"
"00600491","Obec Lesonice","00600491",1,"osoba","PAVEL HERMAN","právní-forma/801","Obec"
"00636738","Obec Lhota u Olešnice","00636738",1,"osoba","AURA KUČEROVÁ","právní-forma/801","Obec"
"00285056","Obec Lipov","00285056",1,"osoba","LADISLAV ČEREŠŇÁK","právní-forma/801","Obec"
"00280551","Obec Lipovec","00280551",1,"osoba","ONDŘEJ ZOUHAR","právní-forma/801","Obec"
"00600504","Obec Litobratřice","00600504",1,"osoba","MILAN KADLEČÍK","právní-forma/801","Obec"
"00293083","Obec Loděnice","00293083",1,"osoba","RADEK GALÁŠ","právní-forma/801","Obec"
"00363197","Obec Lomnička","00363197",1,"osoba","LADISLAV MERTA","právní-forma/801","Obec"
"00285072","Obec Lovčice","00285072",1,"osoba","VÁCLAV TVRDÝ","právní-forma/801","Obec"
"00291994","Obec Lovčičky","00291994",1,"osoba","MARTIN BARTOŠ","právní-forma/801","Obec"
"00636835","Obec Lubnice","00636835",1,"osoba","FRANTIŠEK KOMENDA","právní-forma/801","Obec"
"47884550","Obec Ludíkov","47884550",1,"osoba","PETR ŠINDELKA","právní-forma/801","Obec"
"00368768","Obec Lysovice","00368768",1,"osoba","ZDENĚK GRYC","právní-forma/801","Obec"
"00637297","Obec Malá Lhota","00637297",1,"osoba","LIBOR FUCHS","právní-forma/801","Obec"
"00544710","Obec Malá Vrbka","00544710",1,"osoba","IGOR VAVŘÍK","právní-forma/801","Obec"
"00282057","Obec Malhostovice","00282057",1,"osoba","PETR GRŰNWALD","právní-forma/801","Obec"
"00636860","Obec Medlice","00636860",0,NA,NA,"právní-forma/801","Obec"
"00282081","Obec Mělčany","00282081",1,"osoba","DAVID FIALA","právní-forma/801","Obec"
"00840521","Obec Míchov","00840521",1,"osoba","LIBUŠE FILIPOVÁ","právní-forma/801","Obec"
"00285102","Obec Mikulčice","00285102",1,"osoba","JOSEF DVOŘÁČEK","právní-forma/801","Obec"
"00368652","Obec Milonice","00368652",1,"osoba","VERONIKA ŠKEŘÍKOVÁ","právní-forma/801","Obec"
