"identifikator","nazev","ico","n_osoba_v_cele","osoba_type","osoba_jmeno","pravni_forma","nazev_pravni_formy"
"00635707","Obec Věrovany","00635707",1,"osoba","ANDREA HÄUTLEROVÁ","právní-forma/801","Obec"
"00302198","Obec Veselíčko","00302198",1,"osoba","PAVEL HRADIL","právní-forma/801","Obec"
"00635316","Obec Vilémov","00635316",1,"osoba","EDITA NOVÁKOVÁ","právní-forma/801","Obec"
"47919761","Obec Vincencov","47919761",1,"osoba","RENÁTA ČECHOVÁ","právní-forma/801","Obec"
"00600091","Obec Vitčice","00600091",1,"osoba","MOJMÍR GREPL","právní-forma/801","Obec"
"00636045","Obec Vlčice","00636045",1,"osoba","JOSEF FOJTEK","právní-forma/801","Obec"
"00288942","Obec Vrchoslavice","00288942",1,"osoba","DUŠAN SVOZÍLEK","právní-forma/801","Obec"
"00853101","Obec Vyšehoří","00853101",1,"osoba","ILONA VAŘEKOVÁ","právní-forma/801","Obec"
"00600890","Obec Žákovice","00600890",1,"osoba","JAN MIKULÍK","právní-forma/801","Obec"
"00600881","Obec Zámrsky","00600881",1,"osoba","ARNOŠT PALA","právní-forma/801","Obec"
"00600105","Obec Zdětín","00600105",1,"osoba","ROBERT KŘÍŽ","právní-forma/801","Obec"
"00302287","Obec Želatovice","00302287",1,"osoba","ZDENĚK DORAZIL","právní-forma/801","Obec"
"00271900","Obec Ostroměř","00271900",1,"osoba","JAROSLAV TOMEŠ","právní-forma/801","Obec"
"00272914","OBEC OTOVICE","00272914",1,"osoba","PETR NOVÁK","právní-forma/801","Obec"
"00275221","OBEC PĚČÍN","00275221",1,"osoba","MIROSLAV PETR","právní-forma/801","Obec"
"00578509","OBEC PETROVIČKY","00578509",1,"osoba","LUKÁŠ MALINA","právní-forma/801","Obec"
"00271942","Obec Podhorní Újezd a Vojice","00271942",1,"osoba","MICHAL POUR","právní-forma/801","Obec"
"00271977","Obec Podůlší","00271977",1,"osoba","DAVID LOUMA","právní-forma/801","Obec"
"00275263","Obec Pohoří","00275263",1,"osoba","HELENA SUCHÁNKOVÁ","právní-forma/801","Obec"
"00253286","Obec Černíkov","00253286",1,"osoba","JAN HLADÍK","právní-forma/801","Obec"
"00573469","Obec Červené Poříčí","00573469",1,"osoba","KAREL KARÁSEK","právní-forma/801","Obec"
"00257630","Obec Česká Bříza","00257630",1,"osoba","RADOVAN JIRKA","právní-forma/801","Obec"
"00253294","Obec Česká Kubice","00253294",1,"osoba","RADEK GERBERG","právní-forma/801","Obec"
"00574325","Obec Chlumy","00574325",1,"osoba","MILAN ŠIMEK","právní-forma/801","Obec"
"00253421","Obec Chodov","00253421",1,"osoba","MARTINA VAŇKOVÁ","právní-forma/801","Obec"
"00573973","Obec Chomle","00573973",1,"osoba","JANA TOMÁŠKOVÁ","právní-forma/801","Obec"
"00257834","Obec Chotíkov","00257834",1,"osoba","EVA HIRSCHFELDOVÁ","právní-forma/801","Obec"
"00255602","Obec Chudenín","00255602",1,"osoba","JAROSLAV BOUZEK","právní-forma/801","Obec"
"00574007","Obec Čilá","00574007",1,"osoba","FRANTIŠEK HÁJEK","právní-forma/801","Obec"
"43313914","Obec Čímice","43313914",1,"osoba","JAROSLAV KALNÝ","právní-forma/801","Obec"
"00256536","Obec Čížkov","00256536",1,"osoba","MARTIN TŘEŠTÍK","právní-forma/801","Obec"
"00255408","Obec Dlažov","00255408",1,"osoba","VÁCLAV ČERNÝ","právní-forma/801","Obec"
"00257664","Obec Dobříč","00257664",1,"osoba","MARTIN LIŠKA","právní-forma/801","Obec"
"00258679","Obec Dobřív","00258679",1,"osoba","JIŘÍ ONDŘEJÍČEK","právní-forma/801","Obec"
"00255424","Obec Dolany","00255424",1,"osoba","VÁCLAV ZEMAN","právní-forma/801","Obec"
"00257681","Obec Dolní Bělá","00257681",1,"osoba","MARTIN KARLOVEC","právní-forma/801","Obec"
"00578550","Obec Sekeřice","00578550",1,"osoba","PETRA SEDLÁČKOVÁ","právní-forma/801","Obec"
"00654086","OBEC SENDRAŽ","00654086",1,"osoba","TOMÁŠ KUMPRECHT","právní-forma/801","Obec"
"00269492","OBEC SKALICE","00269492",1,"osoba","MILAN KARPÍŠEK","právní-forma/801","Obec"
"00272094","Obec Slatiny","00272094",1,"osoba","JIŘÍ MARTÍNEK","právní-forma/801","Obec"
"00578568","Obec Slavhostice","00578568",1,"osoba","JAROSLAV ŘEHÁČEK","právní-forma/801","Obec"
"00653411","Obec Sloupno","00653411",1,"osoba","KAREL PŮŠ","právní-forma/801","Obec"
"00269565","OBEC SMRŽOV","00269565",1,"osoba","JAROMÍR HEJL","právní-forma/801","Obec"
"00579157","OBEC SNĚŽNÉ","00579157",1,"osoba","PETR JIRÁSEK","právní-forma/801","Obec"
"00278262","OBEC STARÉ BUKY","00278262",1,"osoba","MARKÉTA CIMBOTOVÁ","právní-forma/801","Obec"
"00035513","Obec Staré Smrkovice","00035513",1,"osoba","DAGMAR BRYKNAROVÁ","právní-forma/801","Obec"
"00269611","OBEC STĚŽERY","00269611",1,"osoba","DAGMAR SMETIPRACHOVÁ","právní-forma/801","Obec"
"00269646","OBEC STŘEZETICE","00269646",1,"osoba","RENÁTA DRESLEROVÁ","právní-forma/801","Obec"
"00578592","Obec Sukorady","00578592",1,"osoba","PETR MALÝ","právní-forma/801","Obec"
"00653462","OBEC SVĚTÍ","00653462",1,"osoba","MARTINA SALÁKOVÁ ŠAFKOVÁ","právní-forma/801","Obec"
"00579289","Obec Synkov-Slemeno","00579289",1,"osoba","STANISLAV PANTŮČEK","právní-forma/801","Obec"
"00269697","OBEC TĚCHLOVICE","00269697",1,"osoba","BLANKA MACHÁČKOVÁ","právní-forma/801","Obec"
"00278378","OBEC TŘEBIHOŠŤ","00278378",1,"osoba","IVA GRACÍKOVÁ","právní-forma/801","Obec"
"00272256","OBEC TUŘ","00272256",1,"osoba","VÁCLAV CAPRATA","právní-forma/801","Obec"
"00170551","OBEC ÚDRNICE","00170551",1,"osoba","MIROSLAV HORÁK","právní-forma/801","Obec"
"00578631","Obec Úlibice","00578631",1,"osoba","MICHAL KOVÁŘ","právní-forma/801","Obec"
"00528986","Obec Urbanice","00528986",1,"osoba","MARTIN FEJKS","právní-forma/801","Obec"
"00272311","Obec Valdice","00272311",1,"osoba","VĚRA SKRBKOVÁ","právní-forma/801","Obec"
"00273171","OBEC VELKÉ PETROVICE","00273171",1,"osoba","VLADISLAV FRIML","právní-forma/801","Obec"
"00275271","OBEC POTŠTEJN","00275271",1,"osoba","PETR DOSTÁL","právní-forma/801","Obec"
"00269344","OBEC PRASEK","00269344",1,"osoba","JAROSLAV MYŠKA","právní-forma/801","Obec"
"00269379","Obec Předměřice nad Labem","00269379",1,"osoba","STANISLAVA MARKOVÁ","právní-forma/801","Obec"
"00272965","OBEC PŘIBYSLAV","00272965",1,"osoba","ANDREA DUDKOVÁ","právní-forma/801","Obec"
"48146994","OBEC PŠÁNKY","48146994",1,"osoba","VÁCLAV ZUBR","právní-forma/801","Obec"
"45978794","OBEC PUCHLOVICE","45978794",1,"osoba","JOSEF PAVLÍČEK","právní-forma/801","Obec"
"00653365","OBEC RAČICE NAD TROTINOU","00653365",1,"osoba","MILAN SLOVÁK","právní-forma/801","Obec"
"00578517","OBEC RAŠÍN","00578517",1,"osoba","JANA NOVÁKOVÁ","právní-forma/801","Obec"
"00857564","Obec Říkov","00857564",1,"osoba","JAN KAVAN","právní-forma/801","Obec"
"00579246","OBEC ROHENICE","00579246",1,"osoba","LUKÁŠ DOHNAL","právní-forma/801","Obec"
"00272981","OBEC ROŽNOV","00272981",1,"osoba","ZBYNĚK PROCHÁZKA","právní-forma/801","Obec"
"00275328","Obec Rybná nad Zdobnicí","00275328",1,"osoba","JAROSLAVA HOTMAROVÁ","právní-forma/801","Obec"
"00653373","OBEC SADOVÁ","00653373",1,"osoba","DUŠAN JEDLIČKA","právní-forma/801","Obec"
"00272086","Obec Sběř","00272086",1,"osoba","LIBOR BERNÝ","právní-forma/801","Obec"
"00273295","Městys Žernov","00273295",1,"osoba","LIBOR MOJŽÍŠ","právní-forma/801","Obec"
"00272451","Obec Žlunice","00272451",1,"osoba","PAVEL KARPAŠ","právní-forma/801","Obec"
"00260479","Město Dubá","00260479",1,"osoba","IRENA ŽALOVIČOVÁ","právní-forma/801","Obec"
"00275697","Město Harrachov","00275697",1,"osoba","TOMÁŠ VAŠÍČEK","právní-forma/801","Obec"
"00275778","MĚSTO JABLONEC NAD JIZEROU","00275778",1,"osoba","MIROSLAV KUBÁT","právní-forma/801","Obec"
"00260622","Město Kamenický Šenov","00260622",1,"osoba","MARTIN BÁRTL","právní-forma/801","Obec"
"00263061","Město Osečná","00263061",1,"osoba","JIŘÍ HAUZER","právní-forma/801","Obec"
"00276073","Město Rovensko pod Troskami","00276073",1,"osoba","JIŘINA BLÁHOVÁ","právní-forma/801","Obec"
"00262579","Město Smržovka","00262579",1,"osoba","MAREK HOTOVEC","právní-forma/801","Obec"
"00260967","Město Stráž pod Ralskem","00260967",1,"osoba","ZDENĚK HLINČÍK","právní-forma/801","Obec"
"00262595","Město Velké Hamry","00262595",1,"osoba","JAROSLAV NAJMAN","právní-forma/801","Obec"
"00261114","Město Zákupy","00261114",1,"osoba","RADEK LÍPA","právní-forma/801","Obec"
"00260525","Městys Holany","00260525",1,"osoba","ANDREA SUBOTOVÁ","právní-forma/801","Obec"
"00275581","Obec Benecko","00275581",1,"osoba","JAROSLAV MEJSNAR","právní-forma/801","Obec"
"00275590","Obec Benešov u Semil","00275590",1,"osoba","VERONIKA SLAVÍKOVÁ","právní-forma/801","Obec"
"00831417","Obec Bílý Potok","00831417",1,"osoba","JIŘÍ HOVORKA","právní-forma/801","Obec"
"00673099","Obec Blatce","00673099",1,"osoba","GABRIELA RAMPOUCHOVÁ","právní-forma/801","Obec"
"00524743","Obec Blíževedly","00524743",1,"osoba","ROMANA DVOŘÁKOVÁ","právní-forma/801","Obec"
"00275611","Obec Bozkov","00275611",1,"osoba","STANISLAV DOUBEK","právní-forma/801","Obec"
"00260401","Obec Brniště","00260401",1,"osoba","MICHAL VINŠ","právní-forma/801","Obec"
"00275646","Obec Bukovina u Čisté","00275646",1,"osoba","JIŘÍ JEŽEK","právní-forma/801","Obec"
"00275654","Obec Bystrá nad Jizerou","00275654",1,"osoba","LUKÁŠ NESVADBA","právní-forma/801","Obec"
"00672114","Obec Cetenov","00672114",1,"osoba","PETRA ŠULCOVÁ","právní-forma/801","Obec"
"00672033","Obec Chotyně","00672033",1,"osoba","IVANA MORGENSTERNOVÁ","právní-forma/801","Obec"
"00275760","Obec Chuchelna","00275760",1,"osoba","EVA PEŠTOVÁ","právní-forma/801","Obec"
"43256201","Obec Dalešice","43256201",1,"osoba","HANA VÉLOVÁ","právní-forma/801","Obec"
"00831468","Obec Dětřichov","00831468",1,"osoba","MARTINA KOHOUTOVÁ","právní-forma/801","Obec"
"46744941","Obec Dlouhý Most","46744941",1,"osoba","BĚLA IVANOVÁ","právní-forma/801","Obec"
"00262757","Obec Dolní Řasnice","00262757",1,"osoba","MAREK KRATOCHVÍL","právní-forma/801","Obec"
"00525707","OBEC DUBNICE","00525707",1,"osoba","JARMILA ČMUGROVÁ","právní-forma/801","Obec"
"00262323","Obec Frýdštejn","00262323",1,"osoba","MIROSLAV MENCL","právní-forma/801","Obec"
"00672068","Obec Heřmanice","00672068",1,"osoba","VLADIMÍR STŘÍBRNÝ","právní-forma/801","Obec"
"00672050","Obec Hlavice","00672050",1,"osoba","ŠTĚPÁNKA SICHROVSKÁ","právní-forma/801","Obec"
"00275727","Obec Holenice","00275727",1,"osoba","PAVEL BERAN","právní-forma/801","Obec"
"00854671","Obec Horka u Staré Paky","00854671",1,"osoba","JANA BAJEROVÁ","právní-forma/801","Obec"
"00555444","Obec Horní Libchava","00555444",1,"osoba","JANA LÖFFLEROVÁ","právní-forma/801","Obec"
"00574082","Obec Bolkov","00574082",1,"osoba","TOMÁŠ ČERNÝ","právní-forma/801","Obec"
"00258628","Obec Břasy","00258628",1,"osoba","MIROSLAV KROC","právní-forma/801","Obec"
"00258636","Obec Březina","00258636",1,"osoba","RADEK DARDA","právní-forma/801","Obec"
"00573787","Obec Brod nad Tichou","00573787",1,"osoba","ERIK MÁRA","právní-forma/801","Obec"
"00572985","Obec Brodeslavy","00572985",1,"osoba","ALEŠ POLÍVKA","právní-forma/801","Obec"
"00572870","Obec Bučí","00572870",1,"osoba","JOSEF JANOUŠKOVEC","právní-forma/801","Obec"
"00479713","Obec Bujesily","00479713",1,"osoba","VLADIMÍR MALEČEK","právní-forma/801","Obec"
"00256471","Obec Buková","00256471",1,"osoba","STANISLAVA MOLLEROVÁ","právní-forma/801","Obec"
"47730871","Obec Bukovník","47730871",1,"osoba","IVETA LYSÁČKOVÁ","právní-forma/801","Obec"
"00258652","Obec Bušovice","00258652",1,"osoba","LUBOŠ PTÁK","právní-forma/801","Obec"
"00272345","OBEC VIDOCHOV","00272345",1,"osoba","VĚRA POLÁKOVÁ","právní-forma/801","Obec"
"00580767","OBEC VILANTICE","00580767",1,"osoba","DAGMAR JAROŠOVÁ","právní-forma/801","Obec"
"00269751","OBEC VINARY","00269751",1,"osoba","ŠTĚPÁNKA HOLMANOVÁ","právní-forma/801","Obec"
"00278441","OBEC VLČICE","00278441",1,"osoba","PETR NESLÁDEK","právní-forma/801","Obec"
"00278459","OBEC VLČKOVICE V PODKRKONOŠÍ","00278459",1,"osoba","BOHUSLAVA VOLFOVÁ","právní-forma/801","Obec"
"00579211","Obec Vrbice","00579211",1,"osoba","DRAHOMÍRA KUBĚNKOVÁ","právní-forma/801","Obec"
"00578649","Obec Vrbice","00578649",1,"osoba","MILOŠ NEUMAN","právní-forma/801","Obec"
"00578827","OBEC VRCHOVNICE","00578827",1,"osoba","ZDENĚK VOJTĚCH","právní-forma/801","Obec"
"00269760","OBEC VŠESTARY","00269760",1,"osoba","MICHAL DERNER","právní-forma/801","Obec"
"00272418","Město Vysoké Veselí","00272418",1,"osoba","LUBOŠ HOLMAN","právní-forma/801","Obec"
"00653497","OBEC VYSOKOV","00653497",1,"osoba","RENÁTA FIEDLEROVÁ","právní-forma/801","Obec"
"00580872","OBEC ZÁBŘEZÍ-ŘEČICE","00580872",1,"osoba","MARTIN JANEČEK","právní-forma/801","Obec"
"00273252","OBEC ZALOŇOV","00273252",1,"osoba","JAROSLAVA SVOBODOVÁ","právní-forma/801","Obec"
"00275531","OBEC ZÁMĚL","00275531",1,"osoba","JOSEF NOVOTNÝ","právní-forma/801","Obec"
"00578665","OBEC ZÁMOSTÍ - BLATA","00578665",1,"osoba","ZDENĚK KONEČNÝ","právní-forma/801","Obec"
"00273287","OBEC ŽĎÁRKY","00273287",1,"osoba","ZDEŇKA HORNÍKOVÁ","právní-forma/801","Obec"
"00275549","OBEC ZDELOV","00275549",1,"osoba","JIŘÍ DOSTÁL","právní-forma/801","Obec"
"00580864","OBEC ZDOBÍN","00580864",1,"osoba","LUDĚK ZÍVR","právní-forma/801","Obec"
"00271829","Obec Zelenecká Lhota","00271829",1,"osoba","MAREK KRČMAŘÍK","právní-forma/801","Obec"
"00272817","Obec Martínkovice","00272817",1,"osoba","JAROMÍR JIRKA","právní-forma/801","Obec"
"44444419","OBEC MÁSLOJEDY","44444419",1,"osoba","BLANKA KAREŠOVÁ","právní-forma/801","Obec"
"00272833","OBEC MEZILESÍ","00272833",1,"osoba","MICHAL NOVÁK","právní-forma/801","Obec"
"00271845","OBEC MLADĚJOV","00271845",1,"osoba","PETR HORNIG","právní-forma/801","Obec"
"00269140","OBEC MLÉKOSRBY","00269140",1,"osoba","JIŘÍ EŠNER","právní-forma/801","Obec"
"00269158","OBEC MOKROVOUSY","00269158",1,"osoba","JANA PEČENKOVÁ","právní-forma/801","Obec"
"00278157","OBEC MOSTEK","00278157",1,"osoba","DAGMAR VČELÁKOVÁ","právní-forma/801","Obec"
"00269166","OBEC MYŠTĚVES","00269166",1,"osoba","JOSEF VAŠINA","právní-forma/801","Obec"
"00269174","OBEC MŽANY","00269174",1,"osoba","TOMÁŠ VALENA","právní-forma/801","Obec"
"00653357","OBEC NEDĚLIŠTĚ","00653357",1,"osoba","LUBOŠ PODLIPNÝ","právní-forma/801","Obec"
"00269212","OBEC NEPOLISY","00269212",1,"osoba","DUŠAN ŠUSTR","právní-forma/801","Obec"
"00579092","OBEC NOVÁ VES","00579092",1,"osoba","LUBOMÍR FOREJTEK","právní-forma/801","Obec"
"00269239","OBEC NOVÉ MĚSTO","00269239",1,"osoba","ILONA LUŇÁKOVÁ","právní-forma/801","Obec"
"00272892","OBEC NOVÝ PLES","00272892",1,"osoba","MARTIN SLEZÁK","právní-forma/801","Obec"
"00653471","OBEC OBĚDOVICE","00653471",1,"osoba","PETR KLAPKA","právní-forma/801","Obec"
"00275166","OBEC OHNIŠOV","00275166",1,"osoba","PETRA NOVOTNÁ","právní-forma/801","Obec"
"00269255","OBEC OHNIŠŤANY","00269255",1,"osoba","EVA JIŘÍČKOVÁ","právní-forma/801","Obec"
"00275174","Obec Olešnice v Orlických horách","00275174",1,"osoba","MONIKA JELENOVÁ","právní-forma/801","Obec"
"00275212","OBEC OSEČNICE","00275212",1,"osoba","IVETA HYPŠOVÁ","právní-forma/801","Obec"
"00653381","OBEC OSICE","00653381",1,"osoba","STANISLAV BYDŽOVSKÝ","právní-forma/801","Obec"
"00653390","OBEC OSIČKY","00653390",1,"osoba","ŠTĚPÁNKA DOSTÁLOVÁ","právní-forma/801","Obec"
"00832162","Obec Lkáň","00832162",1,"osoba","FRANTIŠEK NĚMEC","právní-forma/801","Obec"
"00266043","Obec Louka u Litvínova","00266043",1,"osoba","ROMAN DUB","právní-forma/801","Obec"
"00263982","Obec Lovečkovice","00263982",1,"osoba","VÁCLAV PAVLÍK","právní-forma/801","Obec"
"00265217","Obec Lubenec","00265217",1,"osoba","JIŘÍ CHALOUPECKÝ","právní-forma/801","Obec"
"00525049","Obec Malá Veleň","00525049",1,"osoba","VÁCLAV RŮŽIČKA","právní-forma/801","Obec"
"00526045","Obec Malé Žernoseky","00526045",1,"osoba","PETR LIŠKA","právní-forma/801","Obec"
"00266884","Obec Malečov","00266884",1,"osoba","PETR KŮSTKA","právní-forma/801","Obec"
"00261548","Obec Malšovice","00261548",1,"osoba","JIŘÍ KRPÁLEK","právní-forma/801","Obec"
"00257028","Obec Nezvěstice","00257028",1,"osoba","LUKÁŠ KARKOŠ","právní-forma/801","Obec"
"00257052","Obec Nové Mitrovice","00257052",1,"osoba","ANNA SIVČÁKOVÁ","právní-forma/801","Obec"
"00573698","Obec Obora","00573698",1,"osoba","DANA LESAK","právní-forma/801","Obec"
"00258202","Obec Obora","00258202",1,"osoba","JOSEF KUBÍK","právní-forma/801","Obec"
"00573582","Obec Olšany","00573582",1,"osoba","ZDENĚK KŘÍŽ","právní-forma/801","Obec"
"00574147","Obec Oplot","00574147",1,"osoba","NADĚŽDA HUBAČOVÁ","právní-forma/801","Obec"
"00257061","Obec Oselce","00257061",1,"osoba","VÁCLAV HOULÍK","právní-forma/801","Obec"
"00573949","Obec Ostrovec-Lhotka","00573949",1,"osoba","VÁCLAV VOZÁK","právní-forma/801","Obec"
"00574317","Obec Otěšice","00574317",1,"osoba","MIROSLAV KALINA","právní-forma/801","Obec"
"00572179","Obec Pasečnice","00572179",1,"osoba","MARIE SVOBODOVÁ","právní-forma/801","Obec"
"00572195","Obec Pec","00572195",1,"osoba","ROBERT JANEK","právní-forma/801","Obec"
"00258229","Obec Pernarec","00258229",1,"osoba","JAN BALÍN","právní-forma/801","Obec"
"00253499","Obec Kout na Šumavě","00253499",1,"osoba","BOHUŠ HAVLOVIC","právní-forma/801","Obec"
"00257940","Obec Kozolupy","00257940",1,"osoba","MICHAELA OPLTOVÁ","právní-forma/801","Obec"
"00256811","Obec Kramolín","00256811",1,"osoba","PETRA NĚMEČKOVÁ","právní-forma/801","Obec"
"18246052","Obec Křelovice","18246052",1,"osoba","EVA GRUBEROVÁ","právní-forma/801","Obec"
"00572420","Obec Křenovy","00572420",1,"osoba","LENKA VOLKMANNOVÁ","právní-forma/801","Obec"
"00257982","Obec Krsy","00257982",1,"osoba","JAN OROSZ","právní-forma/801","Obec"
"00573086","Obec Kunějovice","00573086",1,"osoba","JIŘÍ LŐWY","právní-forma/801","Obec"
"00573558","Obec Kvášňovice","00573558",1,"osoba","MILOSLAV STROLENÝ","právní-forma/801","Obec"
"00259977","Obec Lestkov","00259977",1,"osoba","VLADIMÍR SVOBODA","právní-forma/801","Obec"
"00574155","Obec Letkov","00574155",1,"osoba","JANA JAMRICHOVÁ","právní-forma/801","Obec"
"00573817","Obec Lhota pod Radčem","00573817",1,"osoba","MIROSLAVA DYKOVÁ","právní-forma/801","Obec"
"00572616","Obec Libkov","00572616",1,"osoba","BARBORA ČERNÁ","právní-forma/801","Obec"
"00479411","Městys Liblín","00479411",1,"osoba","ESTER LALÁKOVÁ","právní-forma/801","Obec"
"00479110","Obec Líšná","00479110",1,"osoba","RADEK KOVANDA","právní-forma/801","Obec"
"00574104","Obec Lisov","00574104",1,"osoba","JAROSLAV ŠEBESTA","právní-forma/801","Obec"
"00573752","Obec Lom u Tachova","00573752",1,"osoba","AUREL ARDELEANU","právní-forma/801","Obec"
"00256889","Obec Louňová","00256889",1,"osoba","LUBOŠ SKŘIVAN","právní-forma/801","Obec"
"00572900","Obec Loza","00572900",1,"osoba","ROMANA POLJANSKÁ","právní-forma/801","Obec"
"00256897","Obec Lužany","00256897",1,"osoba","VĚRA PETRŽELKOVÁ","právní-forma/801","Obec"
"00255777","Obec Malý Bor","00255777",1,"osoba","ONDŘEJ ZIKMUND","právní-forma/801","Obec"
"00574228","Obec Měcholupy","00574228",1,"osoba","LUBOŠ HATAJ","právní-forma/801","Obec"
"00583090","Obec Mičovice","00583090",1,"osoba","LUBOŠ BÁRTA","právní-forma/801","Obec"
"00249637","Obec Dražíč","00249637",1,"osoba","FRANTIŠEK HORÁK","právní-forma/801","Obec"
"00252239","Obec Dražice","00252239",1,"osoba","LUBOMÍR SMAŽÍK","právní-forma/801","Obec"
"00251160","Obec Dřešín","00251160",1,"osoba","ZDENĚK POLENÍK","právní-forma/801","Obec"
"18246028","Obec Dolní Hradiště","18246028",1,"osoba","PAVEL ŠAPOVALOV","právní-forma/801","Obec"
"00574171","Obec Drahkov","00574171",1,"osoba","PETR VANIŠ","právní-forma/801","Obec"
